job_id,source,job_title,company,location,location_final,description,skills,careers_required,date_posted,date_posted_norm,url,career_tag,soft_skills_detected,extraction_date,description_final,EURACE_skills,initial_skills
a5400e7449c1aaa76a8d29038c5f21380a1996ad4da4cc7775d196ed31d8ff2d,jooble,Maestro(a) de Matemáticas para Noveno Grado- Arecibo,PARADISO COLLEGE PREPARATORY LLC,Puerto Rico,puerto rico,"&nbsp;...Job Description 
 Job Description  Descripción del Puesto 
 Estamos en busca de un(a) Maestro(a) de <b>Matemáticas </b>para Noveno Grado comprometido(a) y apasionado(a) por inspirar a los estudiantes y promover el desarrollo de habilidades analíticas y de resolución de problemas...&nbsp;",,[],2025-06-06T00:00:00.0000000,2025-06-06,https://jooble.org/away/-6077767117760296122,,[],2025-06-11,Job Description Job Description Descripción del Puesto Estamos en busca de un(a) Maestro(a) de Matemáticas para Noveno Grado comprometido(a) y apasionado(a) por inspirar a los estudiantes y promover el desarrollo de habilidades analíticas y de resolución de problemas.,,
95e58579baa268cfc2192baae5bc8cea7ee3ecbc9703bb5ca58a5e178dda67dd,jooble,Arquitecto Salesforce - Argentina,Freeway Consulting,"Little Rock, AR",united states,"&nbsp;...profesional que buscamos debe cumplir con el siguiente perfil:
Licenciatura/Ingeniería en informática, computación, cibernética, <b>matemáticas aplicadas </b>o carrera afín
Amplio conocimiento y experiencia en la plataforma Salesforce, incluyendo Sales Cloud, Service Cloud,...&nbsp;",,[],2025-06-11T00:00:00.0000000,2025-06-11,https://jooble.org/jdp/2386040614686132937,,[],2025-06-11,"profesional que buscamos debe cumplir con el siguiente perfil: Licenciatura/Ingeniería en informática, computación, cibernética, matemáticas aplicadas o carrera afín Amplio conocimiento y experiencia en la plataforma Salesforce, incluyendo Sales Cloud, Service Cloud,.",,
44a72372a8e14eaf70cd140d960e83994855073990b734465b8f49c7fa601414,jooble,Operador de Produccion,5TH HQ,"Hollywood, FL",united states,"&nbsp;..., plantas o laboratorios técnicos. 
 Capacidad para usar básculas y realizar pesajes precisos. 
 Conocimientos básicos de <b>matemáticas aplicadas </b>(indispensable). 
 Capacidad para levantar hasta 25 kg (55 lbs). 
 Fluidez en español; inglés básico requerido. 
 Experiencia...&nbsp;",,[],2025-05-23T00:00:00.0000000,2025-05-23,https://jooble.org/away/-7482507164494459614,,[],2025-06-11,plantas o laboratorios técnicos. Capacidad para usar básculas y realizar pesajes precisos. Conocimientos básicos de matemáticas aplicadas (indispensable). Capacidad para levantar hasta 25 kg (55 lbs). Fluidez en español; inglés básico requerido. Experiencia.,,
440481e05297977a716af9c6ed6494c37417e457467acda148d788a365ec06e2,jooble,Analista de Datos / Inteligencia de negocios,Infinita Consulting,"Monterey, CA",united states,"&nbsp;...operaciones.
• Generar reportes ejecutivos con insights accionables basados en datos.
Escolaridad:
• Licenciatura en Actuaría, <b>Matemáticas Aplicadas,</b> Estadística o afín.
Experiencia:
• 1 a 3 años en análisis de datos en retail, consumo masivo o sector financiero.
• Creació...&nbsp;",,[],2025-06-08T00:00:00.0000000,2025-06-08,https://jooble.org/jdp/-8846576844712662379,,[],2025-06-11,"operaciones. Generar reportes ejecutivos con insights accionables basados en datos. Escolaridad: Licenciatura en Actuaría, Matemáticas Aplicadas, Estadística o afín. Experiencia: 1 a 3 años en análisis de datos en retail, consumo masivo o sector financiero. Creació.",,
fa3a63ec3aea34c316066b2b23b865a66d71b6fbe99f403b670e7c3a761a5e6b,jooble,Beca Business Technology Solutions,AbbVie Inc.,Maryland,united states,"&nbsp;...de Vida de Sistemas de Información de AbbVie y la metodología <b>aplicada.</b> 
 AUDITORÍA Y COMPLIANCE 
~ Entender los procesos de Compliance...&nbsp;&nbsp;...Grado en Ingeniería, Administración y Dirección de Empresas, <b>Matemáticas </b>o Física. 
 Grado con componentes tecnológicos o gestión de...&nbsp;",,[],2025-05-21T04:59:21.5070000,2025-05-21,https://jooble.org/jdp/-4033346290904938850,,[],2025-06-11,"de Vida de Sistemas de Información de AbbVie y la metodología aplicada. AUDITORÍA Y COMPLIANCE ~ Entender los procesos de Compliance. Grado en Ingeniería, Administración y Dirección de Empresas, Matemáticas o Física. Grado con componentes tecnológicos o gestión de.","Gestión, Liderazgo","planificación, mentoría"
996413a1ff731778fc7d3184dbee458894882e59dc1c6e8301dcd37dcbf62ab4,jooble,Funditec: líder de equipo en IA/ML,Fundación Parque Científico de Madrid,"Iowa, LA",united states,"&nbsp;...colaborativos y con vocación de crecimiento en entornos de innovación <b>aplicada.</b>
Funditec Intelligence es la unidad especializada en...&nbsp;&nbsp;..., preferentemente en Ing. Telecomunicación, Ing. Informática, <b>Matemáticas,</b> Físicas, Ciencia de Datos e Inteligencia Artificial, o similar...&nbsp;",,[],2025-06-07T00:00:00.0000000,2025-06-07,https://jooble.org/jdp/-2278614857332337776,,[],2025-06-11,"colaborativos y con vocación de crecimiento en entornos de innovación aplicada. Funditec Intelligence es la unidad especializada en. , preferentemente en Ing. Telecomunicación, Ing. Informática, Matemáticas, Físicas, Ciencia de Datos e Inteligencia Artificial, o similar.",,
658e27f7d9ba0b010f7a0a93d988c171fbbac07fc7df3736d34453cb1495fca8,jooble,QA & OCCUPATIONAL HEALTH & SAFETY SPECIALIST,Luis Garraton LLC,Puerto Rico,puerto rico,"&nbsp;...regulaciones aplicables. 


 REQUISITOS DEL PUESTO 
# Bachillerato (B.A.) en Ingeniería, Salud Industrial, Ciencias básicas o <b>aplicadas,</b> o Ciencias Ambientales de un colegio o universidad acreditada; o uno a dos años de experiencia; o la combinación equivalente de educaci...&nbsp;",,[],2025-06-01T00:00:00.0000000,2025-06-01,https://jooble.org/away/3458273955961469756,,[],2025-06-11,"regulaciones aplicables. REQUISITOS DEL PUESTO Bachillerato (B. A. ) en Ingeniería, Salud Industrial, Ciencias básicas o aplicadas, o Ciencias Ambientales de un colegio o universidad acreditada; o uno a dos años de experiencia; o la combinación equivalente de educaci.",,
10858ed8f293d551e0bfd3d2e7e80b4096320327ba6a6eab8088bfc62c13e5c8,jooble,TEAM MEMBER,To Go Stores,Puerto Rico,puerto rico,"&nbsp;...tareas designadas por el gerente. 

 . 
 Requisitos Esenciales: 

# Cuarto año de Escuela Superior 
# Conocimientos básicos de <b>matemáticas:</b> sumar, restar, dividir y contar. 
# Disponibilidad de trabajar turnos rotativos y con disponibilidad los siete días de la...&nbsp;",,[],2025-06-02T00:00:00.0000000,2025-06-02,https://jooble.org/away/6105043132013653941,,[],2025-06-11,"tareas designadas por el gerente. Requisitos Esenciales: Cuarto año de Escuela Superior Conocimientos básicos de matemáticas: sumar, restar, dividir y contar. Disponibilidad de trabajar turnos rotativos y con disponibilidad los siete días de la.",,
01159796ffa34251505e8665a2fddeccfc1eac2779d5c3036dbf7a4df1a80e1d,jooble,Maquinista,Flowserve,"Baton Rouge, LA",united states,"&nbsp;...fabricar y modificar piezas para reparar máquinas de herramienta o mantener máquinas industriales, aplicando conocimientos de mecánica, <b>matemáticas,</b> propiedades del metal, diseño y procedimientos de mecanizado.  
  Este es un rol de 2º turno (5:00pm - 3:30am)...&nbsp;",,[],2025-06-10T11:57:18.4000000,2025-06-10,https://jooble.org/jdp/3845540688590170668,,[],2025-06-11,"fabricar y modificar piezas para reparar máquinas de herramienta o mantener máquinas industriales, aplicando conocimientos de mecánica, matemáticas, propiedades del metal, diseño y procedimientos de mecanizado. Este es un rol de 2º turno (5:00pm - 3:30am).",,
c0173f901ab4235d9f6c9bceebe6eb037698168f8f6449a8f47f715aba60d2d3,jooble,Data Modeler,Telecom S.A,"Little Rock, AR",united states,"&nbsp;...Excluyente
️Estén orientadas 100% a resultados, pero sin perder visibilidad de la calidad, escalabilidad y robustez de lassoluciones <b>aplicadas.</b>
️Cuenten con capacidad analítica y trabajen de forma metódica.
️Tengan formación académica relacionada a sistemas - Valorado...&nbsp;",,[],2025-06-07T00:00:00.0000000,2025-06-07,https://jooble.org/jdp/-761438219071248846,,[],2025-06-11,"Excluyente Estén orientadas 100% a resultados, pero sin perder visibilidad de la calidad, escalabilidad y robustez de lassoluciones aplicadas. Cuenten con capacidad analítica y trabajen de forma metódica. Tengan formación académica relacionada a sistemas - Valorado.",,
